responseID,persona,human,ss
R_3egc9QR8qvhgGFP,"Racially, I am white. I am female. I was born in 1978. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",-1,1
R_3ezvzvIcZrwM0Y1,"Racially, I am Asian. I am male. I was born in 2002. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",-1,1
R_3ewW1Ds3ahMDzT0,"Racially, I am white. I am female. I was born in 1998. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,2
R_3emfYV3yrym9rjW,"Racially, I am white. I am female. I was born in 1987. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,2
R_3fCMv75jHDynRkP,"Racially, I am white. I am female. I was born in 1961. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Newfoundland and Labrador. ",1,1
R_3Ppn33LMaXbq1Z6,"Racially, I am black. I am male. I was born in 1994. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",-1,2
R_3fCaesDl7Fphkh8,"Racially, I am white. I am female. I was born in 1934. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",1,2
R_3fDepIVMiK2Uuvp,"Racially, I am white. I am female. I was born in 1956. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Newfoundland and Labrador. ",-1,2
R_3fICnAlYZ5c32S1,"Racially, I am white. I am female. I was born in 1965. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",1,1
R_3fMYZbbYB5acZAa,"Racially, I am white. I am female. I was born in 1982. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",1,2
R_3fJi5XYByNn0Vue,"Racially, I am white. I am female. I was born in 1966. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",1,1
R_3fPhbKYIhUBpLkG,"Racially, I am white. I am female. I was born in 1994. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",-1,1
R_3fNO31zJqaiijHt,"Racially, I am white. I am female. I was born in 1982. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Nova Scotia. ",1,1
R_3fUWsamdI1SZENU,"Racially, I am . I am female. I was born in 1968. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in British Columbia. ",2,1
R_3fSQgH8xnIpvpGO,"Racially, I am white. I am male. I was born in 1951. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Manitoba. ",-1,1
R_3feBtRtWUcEQzdx,"Racially, I am white. I am male. I was born in 1975. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Alberta. ",2,2
R_3fW5ZdDA0CTsBrZ,"Racially, I am white. I am female. I was born in 2003. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",2,1
R_3feomCrCVByU0TY,"Racially, I am white. I am male. I was born in 1968. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,2
R_3fepDl5aI9Ri1Ip,"Racially, I am Asian. I am female. I was born in 1987. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Alberta. ",1,1
R_3fja3w4MQsvr80V,"Racially, I am white. I am female. I was born in 1981. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",1,1
R_3fiUkwYLufFE4fG,"Racially, I am Asian. I am male. I was born in 1979. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Saskatchewan. ",1,2
R_3fqTXzkDJWGPrGj,"Racially, I am white. I am male. I was born in 1980. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Manitoba. ",1,2
R_3g0lAlxsRSWO8Zg,"Racially, I am white. I am male. I was born in 1963. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in New Brunswick. ",1,2
R_3fy5yT6OWWY3srw,"Racially, I am white. I am female. I was born in 1984. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in British Columbia. ",1,1
R_3fuQw4ReOC7itvO,"Racially, I am white. I am male. I was born in 2010. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in British Columbia. ",1,1
R_3g4P3S1Z8O1W7VQ,"Racially, I am white. I am female. I was born in 1992. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in British Columbia. ",2,1
R_3g6H0NBlD2HVucB,"Racially, I am white. I am male. I was born in 1967. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,2
R_3g1aCSC4XhMu56A,"Racially, I am white. I am female. I was born in 2002. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",-1,1
R_3g7ww6oTHHgy3jE,"Racially, I am white. I am female. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Ontario. ",1,2
